id,in_node,out_node,semantic_type,processid,sequence,priority,type
28345,1.1,m_3,已还款,yanchi,,3.0,3.0
28346,2.1,m_3,已还款,yanchi,,3.0,3.0
28347,2.2,m_3,已还款,yanchi,,3.0,3.0
28348,3.2,m_3,已还款,yanchi,,3.0,3.0
28349,3.3,m_3,已还款,yanchi,,3.0,3.0
28350,3.4,m_3,已还款,yanchi,,3.0,3.0
28351,4.3,m_3,已还款,yanchi,,3.0,3.0
28352,1.1,m_4,在忙语境,yanchi,,4.0,3.0
28353,2.1,m_4,在忙语境,yanchi,,4.0,3.0
28354,2.2,m_4,在忙语境,yanchi,,4.0,3.0
28355,3.2,m_4,在忙语境,yanchi,,4.0,3.0
28356,3.3,m_4,在忙语境,yanchi,,4.0,3.0
28357,3.4,m_4,在忙语境,yanchi,,4.0,3.0
28358,4.3,m_4,在忙语境,yanchi,,4.0,3.0
28359,1.1,m_5,持卡人吸毒,yanchi,,5.0,3.0
28360,2.1,m_5,持卡人吸毒,yanchi,,5.0,3.0
28361,2.2,m_5,持卡人吸毒,yanchi,,5.0,3.0
28362,3.2,m_5,持卡人吸毒,yanchi,,5.0,3.0
28363,3.3,m_5,持卡人吸毒,yanchi,,5.0,3.0
28364,3.4,m_5,持卡人吸毒,yanchi,,5.0,3.0
28365,4.3,m_5,持卡人吸毒,yanchi,,5.0,3.0
28366,1.1,m_6,持卡人死亡,yanchi,,6.0,3.0
28367,2.1,m_6,持卡人死亡,yanchi,,6.0,3.0
28368,2.2,m_6,持卡人死亡,yanchi,,6.0,3.0
28369,3.2,m_6,持卡人死亡,yanchi,,6.0,3.0
28370,3.3,m_6,持卡人死亡,yanchi,,6.0,3.0
28371,3.4,m_6,持卡人死亡,yanchi,,6.0,3.0
28372,4.3,m_6,持卡人死亡,yanchi,,6.0,3.0
28373,1.1,m_7,持卡人重病,yanchi,,7.0,3.0
28374,2.1,m_7,持卡人重病,yanchi,,7.0,3.0
28375,2.2,m_7,持卡人重病,yanchi,,7.0,3.0
28376,3.2,m_7,持卡人重病,yanchi,,7.0,3.0
28377,3.3,m_7,持卡人重病,yanchi,,7.0,3.0
28378,3.4,m_7,持卡人重病,yanchi,,7.0,3.0
28379,4.3,m_7,持卡人重病,yanchi,,7.0,3.0
28380,1.1,m_8,持卡人坐牢,yanchi,,8.0,3.0
28381,2.1,m_8,持卡人坐牢,yanchi,,8.0,3.0
28382,2.2,m_8,持卡人坐牢,yanchi,,8.0,3.0
28383,3.2,m_8,持卡人坐牢,yanchi,,8.0,3.0
28384,3.3,m_8,持卡人坐牢,yanchi,,8.0,3.0
28385,3.4,m_8,持卡人坐牢,yanchi,,8.0,3.0
28386,4.3,m_8,持卡人坐牢,yanchi,,8.0,3.0
28387,1.1,m_9,涉媒公检法,yanchi,,9.0,3.0
28388,2.1,m_9,涉媒公检法,yanchi,,9.0,3.0
28389,2.2,m_9,涉媒公检法,yanchi,,9.0,3.0
28390,3.2,m_9,涉媒公检法,yanchi,,9.0,3.0
28391,3.3,m_9,涉媒公检法,yanchi,,9.0,3.0
28392,3.4,m_9,涉媒公检法,yanchi,,9.0,3.0
28393,4.3,m_9,涉媒公检法,yanchi,,9.0,3.0
28394,1.1,m_10,投诉语境+投诉,yanchi,,10.0,3.0
28395,2.1,m_10,投诉语境+投诉,yanchi,,10.0,3.0
28396,2.2,m_10,投诉语境+投诉,yanchi,,10.0,3.0
28397,3.2,m_10,投诉语境+投诉,yanchi,,10.0,3.0
28398,3.3,m_10,投诉语境+投诉,yanchi,,10.0,3.0
28399,3.4,m_10,投诉语境+投诉,yanchi,,10.0,3.0
28400,4.3,m_10,投诉语境+投诉,yanchi,,10.0,3.0
28475,1.1,2.1,肯定+本人,xiaolin,1.0,,1.0
28476,1.1,2.2,否定+非本人+关联人+非关联人,xiaolin,2.0,,1.0
28477,1.1,-99,无效语义,xiaolin,3.0,,4.0
28478,2.1,3.1,肯定+同意,xiaolin,4.0,,1.0
28479,2.1,3.2,否定+拒绝,xiaolin,5.0,,1.0
28480,2.1,-99,无效语义,xiaolin,6.0,,4.0
28481,2.2,3.3,肯定+关联人,xiaolin,7.0,,1.0
28482,2.2,3.4,否定+非关联人,xiaolin,8.0,,1.0
28483,2.2,-99,无效语义,xiaolin,9.0,,4.0
28484,2.1,z_1,询问机构+询问是哪个机构+询问机构机构,xiaolin,,1.0,2.0
28485,2.2,z_1,询问机构+询问是哪个机构+询问机构机构,xiaolin,,1.0,2.0
28486,2.1,z_2,询问卡号,xiaolin,,2.0,2.0
28487,2.2,z_2,询问卡号,xiaolin,,2.0,2.0
28488,2.1,z_3,询问账单,xiaolin,,3.0,2.0
28489,2.2,z_3,询问账单,xiaolin,,3.0,2.0
28490,2.1,z_4,询问金额,xiaolin,,4.0,2.0
28491,2.2,z_4,询问金额,xiaolin,,4.0,2.0
28492,1.1,z_5,询问最低还款额,xiaolin,,5.0,2.0
28493,2.1,z_5,询问最低还款额,xiaolin,,5.0,2.0
28494,2.2,z_5,询问最低还款额,xiaolin,,5.0,2.0
28495,2.1,z_6,免息还款,xiaolin,,6.0,2.0
28496,2.2,z_6,免息还款,xiaolin,,6.0,2.0
28497,2.1,z_7,询问最后还款日,xiaolin,,7.0,2.0
28498,2.2,z_7,询问最后还款日,xiaolin,,7.0,2.0
28499,2.1,z_8,询问机器人,xiaolin,,8.0,2.0
28500,2.2,z_8,询问机器人,xiaolin,,8.0,2.0
28501,2.1,z_9,办理分期,xiaolin,,9.0,2.0
28502,2.2,z_9,办理分期,xiaolin,,9.0,2.0
28503,1.1,z_10,询问能否自动扣款,xiaolin,,10.0,2.0
28504,2.1,z_10,询问能否自动扣款,xiaolin,,10.0,2.0
28505,2.2,z_10,询问能否自动扣款,xiaolin,,10.0,2.0
28508,1.1,z_12,询问是否可代偿,xiaolin,,12.0,2.0
28509,2.1,z_12,询问是否可代偿,xiaolin,,12.0,2.0
28510,2.2,z_12,询问是否可代偿,xiaolin,,12.0,2.0
28511,2.1,z_13,注销卡片,xiaolin,,13.0,2.0
28512,2.2,z_13,注销卡片,xiaolin,,13.0,2.0
28513,1.1,z_14,询问处理方式,xiaolin,,14.0,2.0
28514,2.1,z_14,询问处理方式,xiaolin,,14.0,2.0
28515,2.2,z_14,询问处理方式,xiaolin,,14.0,2.0
28516,1.1,z_15,卡不是我在用,xiaolin,,15.0,2.0
28517,2.1,z_15,卡不是我在用,xiaolin,,15.0,2.0
28518,2.2,z_15,卡不是我在用,xiaolin,,15.0,2.0
28519,1.1,z_16,卡片遗失,xiaolin,,16.0,2.0
28520,2.1,z_16,卡片遗失,xiaolin,,16.0,2.0
28521,2.2,z_16,卡片遗失,xiaolin,,16.0,2.0
28522,2.1,z_17,卡片过期,xiaolin,,17.0,2.0
28523,2.2,z_17,卡片过期,xiaolin,,17.0,2.0
28524,1.1,z_18,没钱还,xiaolin,,18.0,2.0
28525,2.1,z_18,没钱还,xiaolin,,18.0,2.0
28526,2.2,z_18,没钱还,xiaolin,,18.0,2.0
28527,2.1,z_19,转人工,xiaolin,,19.0,2.0
28528,2.2,z_19,转人工,xiaolin,,19.0,2.0
28529,1.1,z_20,等待语境,xiaolin,,20.0,2.0
28530,2.1,z_20,等待语境,xiaolin,,20.0,2.0
28531,2.2,z_20,等待语境,xiaolin,,20.0,2.0
28532,2.1,z_21,质疑身份,xiaolin,,21.0,2.0
28533,2.2,z_21,质疑身份,xiaolin,,21.0,2.0
28534,1.1,z_22,询问额度,xiaolin,,22.0,2.0
28535,2.1,z_22,询问额度,xiaolin,,22.0,2.0
28536,2.2,z_22,询问额度,xiaolin,,22.0,2.0
28537,2.1,z_23,还款后卡片情况,xiaolin,,23.0,2.0
28538,2.2,z_23,还款后卡片情况,xiaolin,,23.0,2.0
28539,1.1,m_1,盗刷,xiaolin,,1.0,3.0
28540,2.1,m_1,盗刷,xiaolin,,1.0,3.0
28541,2.2,m_1,盗刷,xiaolin,,1.0,3.0
28542,1.1,m_2,未办理,xiaolin,,2.0,3.0
28543,2.1,m_2,未办理,xiaolin,,2.0,3.0
28544,2.2,m_2,未办理,xiaolin,,2.0,3.0
28545,1.1,m_3,投诉语境+投诉,xiaolin,,3.0,3.0
28546,2.1,m_3,投诉语境+投诉,xiaolin,,3.0,3.0
28547,2.2,m_3,投诉语境+投诉,xiaolin,,3.0,3.0
28548,1.1,m_4,已还款,xiaolin,,4.0,3.0
28549,2.1,m_4,已还款,xiaolin,,4.0,3.0
28550,2.2,m_4,已还款,xiaolin,,4.0,3.0
28551,1.1,m_5,在忙语境,xiaolin,,5.0,3.0
28552,2.1,m_5,在忙语境,xiaolin,,5.0,3.0
28553,2.2,m_5,在忙语境,xiaolin,,5.0,3.0
28554,1.1,m_6,持卡人吸毒,xiaolin,,6.0,3.0
28555,2.1,m_6,持卡人吸毒,xiaolin,,6.0,3.0
28556,2.2,m_6,持卡人吸毒,xiaolin,,6.0,3.0
28557,1.1,m_7,持卡人死亡,xiaolin,,7.0,3.0
28558,2.1,m_7,持卡人死亡,xiaolin,,7.0,3.0
28559,2.2,m_7,持卡人死亡,xiaolin,,7.0,3.0
28560,1.1,m_8,持卡人重病,xiaolin,,8.0,3.0
28561,2.1,m_8,持卡人重病,xiaolin,,8.0,3.0
28562,2.2,m_8,持卡人重病,xiaolin,,8.0,3.0
28563,1.1,m_9,持卡人坐牢,xiaolin,,9.0,3.0
28564,2.1,m_9,持卡人坐牢,xiaolin,,9.0,3.0
28565,2.2,m_9,持卡人坐牢,xiaolin,,9.0,3.0
28566,1.1,m_10,涉媒公检法,xiaolin,,10.0,3.0
28567,2.1,m_10,涉媒公检法,xiaolin,,10.0,3.0
28568,2.2,m_10,涉媒公检法,xiaolin,,10.0,3.0
28651,1.1,m_4194,盗刷,HTWHKZC,,1.0,3.0
28652,2.1,m_4194,盗刷,HTWHKZC,,1.0,3.0
28653,2.2,m_4194,盗刷,HTWHKZC,,1.0,3.0
28654,3.1,m_4194,盗刷,HTWHKZC,,1.0,3.0
28655,3.3,m_4194,盗刷,HTWHKZC,,1.0,3.0
28656,4.2,m_4194,盗刷,HTWHKZC,,1.0,3.0
28657,1.1,m_4195,未办理,HTWHKZC,,2.0,3.0
28658,2.1,m_4195,未办理,HTWHKZC,,2.0,3.0
28659,2.2,m_4195,未办理,HTWHKZC,,2.0,3.0
28660,3.1,m_4195,未办理,HTWHKZC,,2.0,3.0
28661,3.3,m_4195,未办理,HTWHKZC,,2.0,3.0
28662,4.2,m_4195,未办理,HTWHKZC,,2.0,3.0
28663,1.1,m_4196,投诉+投诉语境,HTWHKZC,,3.0,3.0
28664,2.1,m_4196,投诉+投诉语境,HTWHKZC,,3.0,3.0
28665,2.2,m_4196,投诉+投诉语境,HTWHKZC,,3.0,3.0
28666,3.1,m_4196,投诉+投诉语境,HTWHKZC,,3.0,3.0
28667,3.3,m_4196,投诉+投诉语境,HTWHKZC,,3.0,3.0
28668,4.2,m_4196,投诉+投诉语境,HTWHKZC,,3.0,3.0
28669,1.1,m_4197,已还款,HTWHKZC,,4.0,3.0
28670,2.1,m_4197,已还款,HTWHKZC,,4.0,3.0
28671,2.2,m_4197,已还款,HTWHKZC,,4.0,3.0
28672,3.1,m_4197,已还款,HTWHKZC,,4.0,3.0
28673,3.3,m_4197,已还款,HTWHKZC,,4.0,3.0
28674,4.2,m_4197,已还款,HTWHKZC,,4.0,3.0
28675,1.1,m_4198,在忙语境,HTWHKZC,,5.0,3.0
28676,2.1,m_4198,在忙语境,HTWHKZC,,5.0,3.0
28677,2.2,m_4198,在忙语境,HTWHKZC,,5.0,3.0
28678,3.1,m_4198,在忙语境,HTWHKZC,,5.0,3.0
28679,3.3,m_4198,在忙语境,HTWHKZC,,5.0,3.0
28680,4.2,m_4198,在忙语境,HTWHKZC,,5.0,3.0
28681,1.1,m_4199,持卡人吸毒,HTWHKZC,,6.0,3.0
28682,2.1,m_4199,持卡人吸毒,HTWHKZC,,6.0,3.0
28683,2.2,m_4199,持卡人吸毒,HTWHKZC,,6.0,3.0
28684,3.1,m_4199,持卡人吸毒,HTWHKZC,,6.0,3.0
28685,3.3,m_4199,持卡人吸毒,HTWHKZC,,6.0,3.0
28686,4.2,m_4199,持卡人吸毒,HTWHKZC,,6.0,3.0
28687,1.1,m_4200,持卡人死亡,HTWHKZC,,7.0,3.0
28688,2.1,m_4200,持卡人死亡,HTWHKZC,,7.0,3.0
28689,2.2,m_4200,持卡人死亡,HTWHKZC,,7.0,3.0
28690,3.1,m_4200,持卡人死亡,HTWHKZC,,7.0,3.0
28691,3.3,m_4200,持卡人死亡,HTWHKZC,,7.0,3.0
28692,4.2,m_4200,持卡人死亡,HTWHKZC,,7.0,3.0
28693,1.1,m_4201,持卡人重病,HTWHKZC,,8.0,3.0
28694,2.1,m_4201,持卡人重病,HTWHKZC,,8.0,3.0
28695,2.2,m_4201,持卡人重病,HTWHKZC,,8.0,3.0
28696,3.1,m_4201,持卡人重病,HTWHKZC,,8.0,3.0
28697,3.3,m_4201,持卡人重病,HTWHKZC,,8.0,3.0
28698,4.2,m_4201,持卡人重病,HTWHKZC,,8.0,3.0
28699,1.1,m_4202,持卡人坐牢,HTWHKZC,,9.0,3.0
28700,2.1,m_4202,持卡人坐牢,HTWHKZC,,9.0,3.0
28701,2.2,m_4202,持卡人坐牢,HTWHKZC,,9.0,3.0
28702,3.1,m_4202,持卡人坐牢,HTWHKZC,,9.0,3.0
28703,3.3,m_4202,持卡人坐牢,HTWHKZC,,9.0,3.0
28704,4.2,m_4202,持卡人坐牢,HTWHKZC,,9.0,3.0
28705,1.1,m_4203,涉媒公检法,HTWHKZC,,10.0,3.0
28706,2.1,m_4203,涉媒公检法,HTWHKZC,,10.0,3.0
28707,2.2,m_4203,涉媒公检法,HTWHKZC,,10.0,3.0
28708,3.1,m_4203,涉媒公检法,HTWHKZC,,10.0,3.0
28709,3.3,m_4203,涉媒公检法,HTWHKZC,,10.0,3.0
28710,4.2,m_4203,涉媒公检法,HTWHKZC,,10.0,3.0
28711,1.1,z_4077,询问机构,HTWHKZC,,1.0,
28712,2.1,z_4077,询问机构,HTWHKZC,,1.0,
28713,2.2,z_4077,询问机构,HTWHKZC,,1.0,
28714,3.1,z_4077,询问机构,HTWHKZC,,1.0,
28715,3.3,z_4077,询问机构,HTWHKZC,,1.0,
28716,4.2,z_4077,询问机构,HTWHKZC,,1.0,
28717,2.1,z_4129,询问卡号,HTWHKZC,,2.0,
28718,2.2,z_4129,询问卡号,HTWHKZC,,2.0,
28719,3.1,z_4129,询问卡号,HTWHKZC,,2.0,
28720,3.3,z_4129,询问卡号,HTWHKZC,,2.0,
28721,4.2,z_4129,询问卡号,HTWHKZC,,2.0,
28722,1.1,z_4130,询问账单,HTWHKZC,,3.0,
28723,2.1,z_4130,询问账单,HTWHKZC,,3.0,
28724,2.2,z_4130,询问账单,HTWHKZC,,3.0,
28725,3.1,z_4130,询问账单,HTWHKZC,,3.0,
28726,3.3,z_4130,询问账单,HTWHKZC,,3.0,
28727,4.2,z_4130,询问账单,HTWHKZC,,3.0,
28728,2.1,z_4131,询问还款日,HTWHKZC,,4.0,
28729,2.2,z_4131,询问还款日,HTWHKZC,,4.0,
28730,3.1,z_4131,询问还款日,HTWHKZC,,4.0,
28731,3.3,z_4131,询问还款日,HTWHKZC,,4.0,
28732,4.2,z_4131,询问还款日,HTWHKZC,,4.0,
28733,2.1,z_4132,询问金额,HTWHKZC,,5.0,
28734,2.2,z_4132,询问金额,HTWHKZC,,5.0,
28735,3.1,z_4132,询问金额,HTWHKZC,,5.0,
28736,3.3,z_4132,询问金额,HTWHKZC,,5.0,
28737,4.2,z_4132,询问金额,HTWHKZC,,5.0,
28738,2.1,z_4133,不认可金额,HTWHKZC,,6.0,
28739,2.2,z_4133,不认可金额,HTWHKZC,,6.0,
28740,3.1,z_4133,不认可金额,HTWHKZC,,6.0,
28741,3.3,z_4133,不认可金额,HTWHKZC,,6.0,
28742,4.2,z_4133,不认可金额,HTWHKZC,,6.0,
28743,2.1,z_4134,询问最低还款额,HTWHKZC,,7.0,
28744,2.2,z_4134,询问最低还款额,HTWHKZC,,7.0,
28745,3.1,z_4134,询问最低还款额,HTWHKZC,,7.0,
28746,3.3,z_4134,询问最低还款额,HTWHKZC,,7.0,
28747,4.2,z_4134,询问最低还款额,HTWHKZC,,7.0,
28748,2.1,z_4135,免息还款,HTWHKZC,,8.0,
28749,2.2,z_4135,免息还款,HTWHKZC,,8.0,
28750,3.1,z_4135,免息还款,HTWHKZC,,8.0,
28751,3.3,z_4135,免息还款,HTWHKZC,,8.0,
28752,4.2,z_4135,免息还款,HTWHKZC,,8.0,
28753,2.1,z_4136,询问时间,HTWHKZC,,9.0,
28754,2.2,z_4136,询问时间,HTWHKZC,,9.0,
28755,3.1,z_4136,询问时间,HTWHKZC,,9.0,
28756,3.3,z_4136,询问时间,HTWHKZC,,9.0,
28757,4.2,z_4136,询问时间,HTWHKZC,,9.0,
28758,1.1,z_4137,询问工号,HTWHKZC,,10.0,
28759,2.1,z_4137,询问工号,HTWHKZC,,10.0,
28760,2.2,z_4137,询问工号,HTWHKZC,,10.0,
28761,3.1,z_4137,询问工号,HTWHKZC,,10.0,
28762,3.3,z_4137,询问工号,HTWHKZC,,10.0,
28763,4.2,z_4137,询问工号,HTWHKZC,,10.0,
28764,2.1,z_4138,办理分期,HTWHKZC,,11.0,
28765,2.2,z_4138,办理分期,HTWHKZC,,11.0,
28766,3.1,z_4138,办理分期,HTWHKZC,,11.0,
28767,3.3,z_4138,办理分期,HTWHKZC,,11.0,
28768,4.2,z_4138,办理分期,HTWHKZC,,11.0,
28769,1.1,z_4139,询问能否自动扣款,HTWHKZC,,12.0,
28770,2.1,z_4139,询问能否自动扣款,HTWHKZC,,12.0,
28771,2.2,z_4139,询问能否自动扣款,HTWHKZC,,12.0,
28772,3.1,z_4139,询问能否自动扣款,HTWHKZC,,12.0,
28773,3.3,z_4139,询问能否自动扣款,HTWHKZC,,12.0,
28774,4.2,z_4139,询问能否自动扣款,HTWHKZC,,12.0,
28775,1.1,z_4140,不配合还款,HTWHKZC,,13.0,
28776,2.1,z_4140,不配合还款,HTWHKZC,,13.0,
28777,2.2,z_4140,不配合还款,HTWHKZC,,13.0,
28778,3.1,z_4140,不配合还款,HTWHKZC,,13.0,
28779,3.3,z_4140,不配合还款,HTWHKZC,,13.0,
28780,4.2,z_4140,不配合还款,HTWHKZC,,13.0,
28781,1.1,z_4182,询问是否可代偿,HTWHKZC,,14.0,
28782,2.1,z_4182,询问是否可代偿,HTWHKZC,,14.0,
28783,2.2,z_4182,询问是否可代偿,HTWHKZC,,14.0,
28784,3.1,z_4182,询问是否可代偿,HTWHKZC,,14.0,
28785,3.3,z_4182,询问是否可代偿,HTWHKZC,,14.0,
28786,4.2,z_4182,询问是否可代偿,HTWHKZC,,14.0,
28787,1.1,z_4183,注销卡片,HTWHKZC,,15.0,
28788,2.1,z_4183,注销卡片,HTWHKZC,,15.0,
28789,2.2,z_4183,注销卡片,HTWHKZC,,15.0,
28790,3.1,z_4183,注销卡片,HTWHKZC,,15.0,
28791,3.3,z_4183,注销卡片,HTWHKZC,,15.0,
28792,4.2,z_4183,注销卡片,HTWHKZC,,15.0,
28793,1.1,z_4184,询问处理方式,HTWHKZC,,16.0,
28794,2.1,z_4184,询问处理方式,HTWHKZC,,16.0,
28795,2.2,z_4184,询问处理方式,HTWHKZC,,16.0,
28796,3.1,z_4184,询问处理方式,HTWHKZC,,16.0,
28797,3.3,z_4184,询问处理方式,HTWHKZC,,16.0,
28798,4.2,z_4184,询问处理方式,HTWHKZC,,16.0,
28799,1.1,z_4185,卡不是我在用,HTWHKZC,,17.0,
28800,2.1,z_4185,卡不是我在用,HTWHKZC,,17.0,
28801,2.2,z_4185,卡不是我在用,HTWHKZC,,17.0,
28802,3.1,z_4185,卡不是我在用,HTWHKZC,,17.0,
28803,3.3,z_4185,卡不是我在用,HTWHKZC,,17.0,
28804,4.2,z_4185,卡不是我在用,HTWHKZC,,17.0,
28805,1.1,z_4186,卡片遗失,HTWHKZC,,18.0,
28806,2.1,z_4186,卡片遗失,HTWHKZC,,18.0,
28807,2.2,z_4186,卡片遗失,HTWHKZC,,18.0,
28808,3.1,z_4186,卡片遗失,HTWHKZC,,18.0,
28809,3.3,z_4186,卡片遗失,HTWHKZC,,18.0,
28810,4.2,z_4186,卡片遗失,HTWHKZC,,18.0,
28811,1.1,z_4187,卡片过期,HTWHKZC,,19.0,
28812,2.1,z_4187,卡片过期,HTWHKZC,,19.0,
28813,2.2,z_4187,卡片过期,HTWHKZC,,19.0,
28814,3.1,z_4187,卡片过期,HTWHKZC,,19.0,
28815,3.3,z_4187,卡片过期,HTWHKZC,,19.0,
28816,4.2,z_4187,卡片过期,HTWHKZC,,19.0,
28817,1.1,z_4188,没钱还,HTWHKZC,,20.0,
28818,2.1,z_4188,没钱还,HTWHKZC,,20.0,
28819,2.2,z_4188,没钱还,HTWHKZC,,20.0,
28820,3.1,z_4188,没钱还,HTWHKZC,,20.0,
28821,3.3,z_4188,没钱还,HTWHKZC,,20.0,
28822,4.2,z_4188,没钱还,HTWHKZC,,20.0,
28823,1.1,z_4189,还错卡,HTWHKZC,,21.0,
28824,2.1,z_4189,还错卡,HTWHKZC,,21.0,
28825,2.2,z_4189,还错卡,HTWHKZC,,21.0,
28826,3.1,z_4189,还错卡,HTWHKZC,,21.0,
28827,3.3,z_4189,还错卡,HTWHKZC,,21.0,
28828,4.2,z_4189,还错卡,HTWHKZC,,21.0,
28829,1.1,z_4190,转人工,HTWHKZC,,22.0,
28830,2.1,z_4190,转人工,HTWHKZC,,22.0,
28831,2.2,z_4190,转人工,HTWHKZC,,22.0,
28832,3.1,z_4190,转人工,HTWHKZC,,22.0,
28833,3.3,z_4190,转人工,HTWHKZC,,22.0,
28834,4.2,z_4190,转人工,HTWHKZC,,22.0,
28835,1.1,z_4191,等待语境,HTWHKZC,,23.0,
28836,2.1,z_4191,等待语境,HTWHKZC,,23.0,
28837,2.2,z_4191,等待语境,HTWHKZC,,23.0,
28838,3.1,z_4191,等待语境,HTWHKZC,,23.0,
28839,3.3,z_4191,等待语境,HTWHKZC,,23.0,
28840,4.2,z_4191,等待语境,HTWHKZC,,23.0,
28841,1.1,z_4192,质疑身份,HTWHKZC,,24.0,
28842,2.1,z_4192,质疑身份,HTWHKZC,,24.0,
28843,2.2,z_4192,质疑身份,HTWHKZC,,24.0,
28844,3.1,z_4192,质疑身份,HTWHKZC,,24.0,
28845,3.3,z_4192,质疑身份,HTWHKZC,,24.0,
28846,4.2,z_4192,质疑身份,HTWHKZC,,24.0,
28847,2.1,z_4193,否认办卡,HTWHKZC,,25.0,
28848,2.2,z_4193,否认办卡,HTWHKZC,,25.0,
28849,3.1,z_4193,否认办卡,HTWHKZC,,25.0,
28850,3.3,z_4193,否认办卡,HTWHKZC,,25.0,
28851,4.2,z_4193,否认办卡,HTWHKZC,,25.0,
28852,2.1,z_11,不配合还款,xiaolin,,11.0,
28853,2.2,z_11,不配合还款,xiaolin,,11.0,
28854,1.1,2.1,肯定+本人,HTTPZC,1.0,,1.0
28855,1.1,2.2,否定+非本人,HTTPZC,2.0,,1.0
28856,1.1,-99,无效语义,HTTPZC,3.0,,4.0
28857,2.1,3.1,未还款原因,HTTPZC,4.0,,1.0
28858,2.2,3.2,肯定+同意转告,HTTPZC,5.0,,1.0
28859,2.2,3.3,否定+不同意转告,HTTPZC,6.0,,1.0
28860,2.2,-99,无效语义,HTTPZC,7.0,,4.0
28861,3.1,4.1,肯定+同意今日还款,HTTPZC,8.0,,1.0
28862,3.1,4.2,否定+不同意今日还款,HTTPZC,9.0,,1.0
28863,3.1,-99,无效语义,HTTPZC,10.0,,4.0
28864,3.3,4.3,肯定+同意转告,HTTPZC,12.0,,1.0
28865,4.2,5.1,肯定+同意今日还款,HTTPZC,14.0,,1.0
28866,4.2,5.2,否定+不同意今日还款,HTTPZC,15.0,,1.0
28867,4.2,-99,无效语义,HTTPZC,16.0,,4.0
28868,5.2,6.1,肯定+肯定还款时间,HTTPZC,18.0,,1.0
28869,5.2,6.2,否定+否定还款时间,HTTPZC,19.0,,1.0
28870,5.2,-99,无效语义,HTTPZC,20.0,,4.0
28871,1.1,z_1,询问机构,HTTPZC,,1.0,2.0
28872,2.1,z_1,询问机构,HTTPZC,,1.0,2.0
28873,2.2,z_1,询问机构,HTTPZC,,1.0,2.0
28874,3.1,z_1,询问机构,HTTPZC,,1.0,2.0
28875,4.2,z_1,询问机构,HTTPZC,,1.0,2.0
28876,5.2,z_1,询问机构,HTTPZC,,1.0,2.0
28877,2.1,z_2,询问卡号,HTTPZC,,2.0,2.0
28878,2.2,z_2,询问卡号,HTTPZC,,2.0,2.0
28879,3.1,z_2,询问卡号,HTTPZC,,2.0,2.0
28880,4.2,z_2,询问卡号,HTTPZC,,2.0,2.0
28881,5.2,z_2,询问卡号,HTTPZC,,2.0,2.0
28882,1.1,z_3,询问账单,HTTPZC,,3.0,2.0
28883,2.1,z_3,询问账单,HTTPZC,,3.0,2.0
28884,2.2,z_3,询问账单,HTTPZC,,3.0,2.0
28885,3.1,z_3,询问账单,HTTPZC,,3.0,2.0
28886,4.2,z_3,询问账单,HTTPZC,,3.0,2.0
28887,5.2,z_3,询问账单,HTTPZC,,3.0,2.0
28888,2.1,z_4,询问还款日,HTTPZC,,4.0,2.0
28889,2.2,z_4,询问还款日,HTTPZC,,4.0,2.0
28890,3.1,z_4,询问还款日,HTTPZC,,4.0,2.0
28891,4.2,z_4,询问还款日,HTTPZC,,4.0,2.0
28892,5.2,z_4,询问还款日,HTTPZC,,4.0,2.0
28893,2.1,z_5,询问金额,HTTPZC,,5.0,2.0
28894,2.2,z_5,询问金额,HTTPZC,,5.0,2.0
28895,3.1,z_5,询问金额,HTTPZC,,5.0,2.0
28896,4.2,z_5,询问金额,HTTPZC,,5.0,2.0
28897,5.2,z_5,询问金额,HTTPZC,,5.0,2.0
28898,2.1,z_6,不认可金额,HTTPZC,,6.0,2.0
28899,2.2,z_6,不认可金额,HTTPZC,,6.0,2.0
28900,3.1,z_6,不认可金额,HTTPZC,,6.0,2.0
28901,4.2,z_6,不认可金额,HTTPZC,,6.0,2.0
28902,5.2,z_6,不认可金额,HTTPZC,,6.0,2.0
28903,2.1,z_7,询问最低还款额,HTTPZC,,7.0,2.0
28904,2.2,z_7,询问最低还款额,HTTPZC,,7.0,2.0
28905,3.1,z_7,询问最低还款额,HTTPZC,,7.0,2.0
28906,4.2,z_7,询问最低还款额,HTTPZC,,7.0,2.0
28907,5.2,z_7,询问最低还款额,HTTPZC,,7.0,2.0
28908,2.1,z_8,免息还款,HTTPZC,,8.0,2.0
28909,2.2,z_8,免息还款,HTTPZC,,8.0,2.0
28910,3.1,z_8,免息还款,HTTPZC,,8.0,2.0
28911,4.2,z_8,免息还款,HTTPZC,,8.0,2.0
28912,5.2,z_8,免息还款,HTTPZC,,8.0,2.0
28913,2.1,z_9,询问时间,HTTPZC,,9.0,2.0
28914,2.2,z_9,询问时间,HTTPZC,,9.0,2.0
28915,3.1,z_9,询问时间,HTTPZC,,9.0,2.0
28916,4.2,z_9,询问时间,HTTPZC,,9.0,2.0
28917,5.2,z_9,询问时间,HTTPZC,,9.0,2.0
28918,1.1,z_10,询问工号,HTTPZC,,10.0,2.0
28919,2.1,z_10,询问工号,HTTPZC,,10.0,2.0
28920,2.2,z_10,询问工号,HTTPZC,,10.0,2.0
28921,3.1,z_10,询问工号,HTTPZC,,10.0,2.0
28922,4.2,z_10,询问工号,HTTPZC,,10.0,2.0
28923,5.2,z_10,询问工号,HTTPZC,,10.0,2.0
28924,2.1,z_11,办理分期,HTTPZC,,11.0,2.0
