id,in_node,out_node,semantic_type,processid,sequence,priority,type
12605,2.2,z_4,询问账单+查消费明细+询问利率,fze,,4.0,2.0
12606,3.1,z_4,询问账单+查消费明细+询问利率,fze,,4.0,2.0
12607,3.3,z_4,询问账单+查消费明细+询问利率,fze,,4.0,2.0
12608,4.2,z_4,询问账单+查消费明细+询问利率,fze,,4.0,2.0
12609,5.1,z_4,询问账单+查消费明细+询问利率,fze,,4.0,2.0
12610,1.1,z_5,询问处理方式,fze,,5.0,2.0
12611,2.1,z_5,询问处理方式,fze,,5.0,2.0
12612,2.2,z_5,询问处理方式,fze,,5.0,2.0
12613,3.1,z_5,询问处理方式,fze,,5.0,2.0
12614,3.3,z_5,询问处理方式,fze,,5.0,2.0
12615,4.2,z_5,询问处理方式,fze,,5.0,2.0
12616,5.1,z_5,询问处理方式,fze,,5.0,2.0
12617,1.1,z_6,询问金额,fze,,6.0,2.0
12618,2.1,z_6,询问金额,fze,,6.0,2.0
12619,2.2,z_6,询问金额,fze,,6.0,2.0
12620,3.1,z_6,询问金额,fze,,6.0,2.0
12621,3.3,z_6,询问金额,fze,,6.0,2.0
12622,4.2,z_6,询问金额,fze,,6.0,2.0
12623,5.1,z_6,询问金额,fze,,6.0,2.0
12624,1.1,z_7,询问机器人,fze,,7.0,2.0
12625,2.1,z_7,询问机器人,fze,,7.0,2.0
12626,2.2,z_7,询问机器人,fze,,7.0,2.0
12627,3.1,z_7,询问机器人,fze,,7.0,2.0
12628,3.3,z_7,询问机器人,fze,,7.0,2.0
12629,4.2,z_7,询问机器人,fze,,7.0,2.0
12630,5.1,z_7,询问机器人,fze,,7.0,2.0
12631,1.1,z_8,询问机构+询问是哪个机构+询问机构机构,fze,,8.0,2.0
12632,2.1,z_8,询问机构+询问是哪个机构+询问机构机构,fze,,8.0,2.0
12633,2.2,z_8,询问机构+询问是哪个机构+询问机构机构,fze,,8.0,2.0
12634,3.1,z_8,询问机构+询问是哪个机构+询问机构机构,fze,,8.0,2.0
12635,3.3,z_8,询问机构+询问是哪个机构+询问机构机构,fze,,8.0,2.0
12636,4.2,z_8,询问机构+询问是哪个机构+询问机构机构,fze,,8.0,2.0
12637,5.1,z_8,询问机构+询问是哪个机构+询问机构机构,fze,,8.0,2.0
12638,1.1,z_9,询问客服电话,fze,,9.0,2.0
12639,2.1,z_9,询问客服电话,fze,,9.0,2.0
12640,2.2,z_9,询问客服电话,fze,,9.0,2.0
12641,3.1,z_9,询问客服电话,fze,,9.0,2.0
12642,3.3,z_9,询问客服电话,fze,,9.0,2.0
12643,4.2,z_9,询问客服电话,fze,,9.0,2.0
12644,5.1,z_9,询问客服电话,fze,,9.0,2.0
12645,1.1,z_10,等待语境,fze,,10.0,2.0
12646,2.1,z_10,等待语境,fze,,10.0,2.0
12647,2.2,z_10,等待语境,fze,,10.0,2.0
12648,3.1,z_10,等待语境,fze,,10.0,2.0
12649,3.3,z_10,等待语境,fze,,10.0,2.0
12650,4.2,z_10,等待语境,fze,,10.0,2.0
12651,5.1,z_10,等待语境,fze,,10.0,2.0
12652,1.1,z_11,询问总欠款,fze,,11.0,2.0
12653,2.1,z_11,询问总欠款,fze,,11.0,2.0
12654,2.2,z_11,询问总欠款,fze,,11.0,2.0
12655,3.1,z_11,询问总欠款,fze,,11.0,2.0
12656,3.3,z_11,询问总欠款,fze,,11.0,2.0
12657,4.2,z_11,询问总欠款,fze,,11.0,2.0
12658,5.1,z_11,询问总欠款,fze,,11.0,2.0
12659,1.1,z_12,询问时间,fze,,12.0,2.0
12660,2.1,z_12,询问时间,fze,,12.0,2.0
12661,2.2,z_12,询问时间,fze,,12.0,2.0
12662,3.1,z_12,询问时间,fze,,12.0,2.0
12663,3.3,z_12,询问时间,fze,,12.0,2.0
12664,4.2,z_12,询问时间,fze,,12.0,2.0
12665,5.1,z_12,询问时间,fze,,12.0,2.0
12666,1.1,z_13,办理分期,fze,,13.0,2.0
12667,2.1,z_13,办理分期,fze,,13.0,2.0
12668,2.2,z_13,办理分期,fze,,13.0,2.0
12669,3.1,z_13,办理分期,fze,,13.0,2.0
12670,3.3,z_13,办理分期,fze,,13.0,2.0
12671,4.2,z_13,办理分期,fze,,13.0,2.0
12672,5.1,z_13,办理分期,fze,,13.0,2.0
12673,1.1,z_14,注销卡片,fze,,14.0,2.0
12674,2.1,z_14,注销卡片,fze,,14.0,2.0
12675,2.2,z_14,注销卡片,fze,,14.0,2.0
12676,3.1,z_14,注销卡片,fze,,14.0,2.0
12677,3.3,z_14,注销卡片,fze,,14.0,2.0
12678,4.2,z_14,注销卡片,fze,,14.0,2.0
12679,5.1,z_14,注销卡片,fze,,14.0,2.0
12680,1.1,z_15,询问是否可代偿,fze,,15.0,2.0
12681,2.1,z_15,询问是否可代偿,fze,,15.0,2.0
12682,2.2,z_15,询问是否可代偿,fze,,15.0,2.0
12683,3.1,z_15,询问是否可代偿,fze,,15.0,2.0
12684,3.3,z_15,询问是否可代偿,fze,,15.0,2.0
12685,4.2,z_15,询问是否可代偿,fze,,15.0,2.0
12686,5.1,z_15,询问是否可代偿,fze,,15.0,2.0
12687,1.1,z_16,转人工,fze,,16.0,2.0
12688,2.1,z_16,转人工,fze,,16.0,2.0
12689,2.2,z_16,转人工,fze,,16.0,2.0
12690,3.1,z_16,转人工,fze,,16.0,2.0
12691,3.3,z_16,转人工,fze,,16.0,2.0
12692,4.2,z_16,转人工,fze,,16.0,2.0
12693,5.1,z_16,转人工,fze,,16.0,2.0
12694,1.1,z_17,卡不是我在用,fze,,17.0,2.0
12695,2.1,z_17,卡不是我在用,fze,,17.0,2.0
12696,2.2,z_17,卡不是我在用,fze,,17.0,2.0
12697,3.1,z_17,卡不是我在用,fze,,17.0,2.0
12698,3.3,z_17,卡不是我在用,fze,,17.0,2.0
12699,4.2,z_17,卡不是我在用,fze,,17.0,2.0
12700,5.1,z_17,卡不是我在用,fze,,17.0,2.0
12701,1.1,z_18,卡片遗失,fze,,18.0,2.0
12702,2.1,z_18,卡片遗失,fze,,18.0,2.0
12703,2.2,z_18,卡片遗失,fze,,18.0,2.0
12704,3.1,z_18,卡片遗失,fze,,18.0,2.0
12705,3.3,z_18,卡片遗失,fze,,18.0,2.0
12706,4.2,z_18,卡片遗失,fze,,18.0,2.0
12707,5.1,z_18,卡片遗失,fze,,18.0,2.0
12708,1.1,z_19,询问能否自动扣款,fze,,19.0,2.0
12709,2.1,z_19,询问能否自动扣款,fze,,19.0,2.0
12710,2.2,z_19,询问能否自动扣款,fze,,19.0,2.0
12711,3.1,z_19,询问能否自动扣款,fze,,19.0,2.0
12712,3.3,z_19,询问能否自动扣款,fze,,19.0,2.0
12713,4.2,z_19,询问能否自动扣款,fze,,19.0,2.0
12714,5.1,z_19,询问能否自动扣款,fze,,19.0,2.0
12715,1.1,z_20,免息还款,fze,,20.0,2.0
12716,2.1,z_20,免息还款,fze,,20.0,2.0
12717,2.2,z_20,免息还款,fze,,20.0,2.0
12718,3.1,z_20,免息还款,fze,,20.0,2.0
12719,3.3,z_20,免息还款,fze,,20.0,2.0
12720,4.2,z_20,免息还款,fze,,20.0,2.0
12721,5.1,z_20,免息还款,fze,,20.0,2.0
12722,1.1,m_1,投诉语境+投诉,fze,,1.0,3.0
12723,2.1,m_1,投诉语境+投诉,fze,,1.0,3.0
12724,2.2,m_1,投诉语境+投诉,fze,,1.0,3.0
12725,3.1,m_1,投诉语境+投诉,fze,,1.0,3.0
12726,3.3,m_1,投诉语境+投诉,fze,,1.0,3.0
12727,4.2,m_1,投诉语境+投诉,fze,,1.0,3.0
12728,5.1,m_1,投诉语境+投诉,fze,,1.0,3.0
12729,1.1,m_2,在忙语境,fze,,2.0,3.0
12730,2.1,m_2,在忙语境,fze,,2.0,3.0
12731,2.2,m_2,在忙语境,fze,,2.0,3.0
12732,3.1,m_2,在忙语境,fze,,2.0,3.0
12733,3.3,m_2,在忙语境,fze,,2.0,3.0
12734,4.2,m_2,在忙语境,fze,,2.0,3.0
12735,5.1,m_2,在忙语境,fze,,2.0,3.0
12736,1.1,m_3,已还款,fze,,3.0,3.0
12737,2.1,m_3,已还款,fze,,3.0,3.0
12738,2.2,m_3,已还款,fze,,3.0,3.0
12739,3.1,m_3,已还款,fze,,3.0,3.0
12740,3.3,m_3,已还款,fze,,3.0,3.0
12741,4.2,m_3,已还款,fze,,3.0,3.0
12742,5.1,m_3,已还款,fze,,3.0,3.0
12750,1.1,z_1563,询问卡号,fzy,,21.0,2.0
12751,2.1,z_1563,询问卡号,fzy,,21.0,2.0
12752,2.2,z_1563,询问卡号,fzy,,21.0,2.0
12753,3.1,z_1563,询问卡号,fzy,,21.0,2.0
12754,3.3,z_1563,询问卡号,fzy,,21.0,2.0
12755,4.2,z_1563,询问卡号,fzy,,21.0,2.0
12756,5.1,z_1563,询问卡号,fzy,,21.0,2.0
12757,1.1,z_1603,非关联人,fzy,,22.0,2.0
12758,2.1,z_1603,非关联人,fzy,,22.0,2.0
12759,2.2,z_1603,非关联人,fzy,,22.0,2.0
12760,3.1,z_1603,非关联人,fzy,,22.0,2.0
12761,3.3,z_1603,非关联人,fzy,,22.0,2.0
12762,4.2,z_1603,非关联人,fzy,,22.0,2.0
12763,5.1,z_1603,非关联人,fzy,,22.0,2.0
12764,1.1,m_3,已还款,fzy,,3.0,
12765,2.1,m_3,已还款,fzy,,3.0,
12766,2.2,m_3,已还款,fzy,,3.0,
12767,3.1,m_3,已还款,fzy,,3.0,
12768,3.3,m_3,已还款,fzy,,3.0,
12769,4.2,m_3,已还款,fzy,,3.0,
12770,5.1,m_3,已还款,fzy,,3.0,
12771,1.1,m1604,投诉语境,fzy,,4.0,3.0
12772,2.1,m1604,投诉语境,fzy,,4.0,3.0
12773,2.2,m1604,投诉语境,fzy,,4.0,3.0
12774,3.1,m1604,投诉语境,fzy,,4.0,3.0
12775,3.3,m1604,投诉语境,fzy,,4.0,3.0
12776,4.2,m1604,投诉语境,fzy,,4.0,3.0
12777,5.1,m1604,投诉语境,fzy,,4.0,3.0
12778,1.1,m1605,询问费用,fzy,,5.0,3.0
12779,2.1,m1605,询问费用,fzy,,5.0,3.0
12780,2.2,m1605,询问费用,fzy,,5.0,3.0
12781,3.1,m1605,询问费用,fzy,,5.0,3.0
12782,3.3,m1605,询问费用,fzy,,5.0,3.0
12783,4.2,m1605,询问费用,fzy,,5.0,3.0
12784,5.1,m1605,询问费用,fzy,,5.0,3.0
12792,1.1,2.1,本人,fzeV002,1.0,,1.0
12793,2.1,3.1,未还款原因,fzeV002,2.0,,1.0
12794,2.1,3.2,已还款,fzeV002,3.0,,1.0
12795,2.2,3.3,关联人,fzeV002,4.0,,1.0
12796,2.2,3.4,非关联人,fzeV002,5.0,,1.0
12797,3.1,4.1,同意今日还款,fzeV002,6.0,,1.0
12798,3.1,4.2,不同意今日还款,fzeV002,7.0,,1.0
12799,3.3,4.3,同意转告,fzeV002,9.0,,1.0
12800,4.2,5.1,同意明日还款,fzeV002,12.0,,1.0
12801,4.2,5.2,不同意明日还款,fzeV002,13.0,,1.0
12802,5.1,6.1,肯定还款时间,fzeV002,16.0,,1.0
12803,5.1,6.2,否定还款时间,fzeV002,17.0,,1.0
12811,1.1,z_2,询问最低还款额+还款后卡片情况+否认办卡,fzeV002,,2.0,2.0
12812,2.1,z_2,询问最低还款额+还款后卡片情况+否认办卡,fzeV002,,2.0,2.0
12813,2.2,z_2,询问最低还款额+还款后卡片情况+否认办卡,fzeV002,,2.0,2.0
12814,3.1,z_2,询问最低还款额+还款后卡片情况+否认办卡,fzeV002,,2.0,2.0
12815,3.3,z_2,询问最低还款额+还款后卡片情况+否认办卡,fzeV002,,2.0,2.0
12816,4.2,z_2,询问最低还款额+还款后卡片情况+否认办卡,fzeV002,,2.0,2.0
12817,5.1,z_2,询问最低还款额+还款后卡片情况+否认办卡,fzeV002,,2.0,2.0
12818,1.1,z_3,询问逾期影响,fzeV002,,3.0,2.0
12819,2.1,z_3,询问逾期影响,fzeV002,,3.0,2.0
12820,2.2,z_3,询问逾期影响,fzeV002,,3.0,2.0
12821,3.1,z_3,询问逾期影响,fzeV002,,3.0,2.0
12822,3.3,z_3,询问逾期影响,fzeV002,,3.0,2.0
12823,4.2,z_3,询问逾期影响,fzeV002,,3.0,2.0
12824,5.1,z_3,询问逾期影响,fzeV002,,3.0,2.0
12825,1.1,z_4,询问账单+查消费明细+询问利率,fzeV002,,4.0,2.0
12826,2.1,z_4,询问账单+查消费明细+询问利率,fzeV002,,4.0,2.0
12827,2.2,z_4,询问账单+查消费明细+询问利率,fzeV002,,4.0,2.0
12828,3.1,z_4,询问账单+查消费明细+询问利率,fzeV002,,4.0,2.0
12829,3.3,z_4,询问账单+查消费明细+询问利率,fzeV002,,4.0,2.0
12830,4.2,z_4,询问账单+查消费明细+询问利率,fzeV002,,4.0,2.0
12831,5.1,z_4,询问账单+查消费明细+询问利率,fzeV002,,4.0,2.0
12832,1.1,z_5,询问处理方式,fzeV002,,5.0,2.0
12833,2.1,z_5,询问处理方式,fzeV002,,5.0,2.0
12834,2.2,z_5,询问处理方式,fzeV002,,5.0,2.0
12835,3.1,z_5,询问处理方式,fzeV002,,5.0,2.0
12836,3.3,z_5,询问处理方式,fzeV002,,5.0,2.0
12837,4.2,z_5,询问处理方式,fzeV002,,5.0,2.0
12838,5.1,z_5,询问处理方式,fzeV002,,5.0,2.0
12839,1.1,z_6,询问金额,fzeV002,,6.0,2.0
12840,2.1,z_6,询问金额,fzeV002,,6.0,2.0
12841,2.2,z_6,询问金额,fzeV002,,6.0,2.0
12842,3.1,z_6,询问金额,fzeV002,,6.0,2.0
12843,3.3,z_6,询问金额,fzeV002,,6.0,2.0
12844,4.2,z_6,询问金额,fzeV002,,6.0,2.0
12845,5.1,z_6,询问金额,fzeV002,,6.0,2.0
12846,1.1,z_7,询问机器人,fzeV002,,7.0,2.0
12847,2.1,z_7,询问机器人,fzeV002,,7.0,2.0
12848,2.2,z_7,询问机器人,fzeV002,,7.0,2.0
12849,3.1,z_7,询问机器人,fzeV002,,7.0,2.0
12850,3.3,z_7,询问机器人,fzeV002,,7.0,2.0
12851,4.2,z_7,询问机器人,fzeV002,,7.0,2.0
12852,5.1,z_7,询问机器人,fzeV002,,7.0,2.0
12853,1.1,z_8,询问机构+询问是哪个机构+询问机构机构,fzeV002,,8.0,2.0
12854,2.1,z_8,询问机构+询问是哪个机构+询问机构机构,fzeV002,,8.0,2.0
12855,2.2,z_8,询问机构+询问是哪个机构+询问机构机构,fzeV002,,8.0,2.0
12856,3.1,z_8,询问机构+询问是哪个机构+询问机构机构,fzeV002,,8.0,2.0
12857,3.3,z_8,询问机构+询问是哪个机构+询问机构机构,fzeV002,,8.0,2.0
12858,4.2,z_8,询问机构+询问是哪个机构+询问机构机构,fzeV002,,8.0,2.0
12859,5.1,z_8,询问机构+询问是哪个机构+询问机构机构,fzeV002,,8.0,2.0
12860,1.1,z_9,询问客服电话,fzeV002,,9.0,2.0
12861,2.1,z_9,询问客服电话,fzeV002,,9.0,2.0
12862,2.2,z_9,询问客服电话,fzeV002,,9.0,2.0
12863,3.1,z_9,询问客服电话,fzeV002,,9.0,2.0
12864,3.3,z_9,询问客服电话,fzeV002,,9.0,2.0
12865,4.2,z_9,询问客服电话,fzeV002,,9.0,2.0
12866,5.1,z_9,询问客服电话,fzeV002,,9.0,2.0
12867,1.1,z_10,等待语境,fzeV002,,10.0,2.0
12868,2.1,z_10,等待语境,fzeV002,,10.0,2.0
12869,2.2,z_10,等待语境,fzeV002,,10.0,2.0
12870,3.1,z_10,等待语境,fzeV002,,10.0,2.0
12871,3.3,z_10,等待语境,fzeV002,,10.0,2.0
12872,4.2,z_10,等待语境,fzeV002,,10.0,2.0
12873,5.1,z_10,等待语境,fzeV002,,10.0,2.0
12874,1.1,z_11,询问总欠款,fzeV002,,11.0,2.0
12875,2.1,z_11,询问总欠款,fzeV002,,11.0,2.0
12876,2.2,z_11,询问总欠款,fzeV002,,11.0,2.0
12877,3.1,z_11,询问总欠款,fzeV002,,11.0,2.0
12878,3.3,z_11,询问总欠款,fzeV002,,11.0,2.0
12879,4.2,z_11,询问总欠款,fzeV002,,11.0,2.0
12880,5.1,z_11,询问总欠款,fzeV002,,11.0,2.0
12881,1.1,z_12,询问时间,fzeV002,,12.0,2.0
12882,2.1,z_12,询问时间,fzeV002,,12.0,2.0
12883,2.2,z_12,询问时间,fzeV002,,12.0,2.0
12884,3.1,z_12,询问时间,fzeV002,,12.0,2.0
12885,3.3,z_12,询问时间,fzeV002,,12.0,2.0
12886,4.2,z_12,询问时间,fzeV002,,12.0,2.0
12887,5.1,z_12,询问时间,fzeV002,,12.0,2.0
12888,1.1,z_13,办理分期,fzeV002,,13.0,2.0
12889,2.1,z_13,办理分期,fzeV002,,13.0,2.0
12890,2.2,z_13,办理分期,fzeV002,,13.0,2.0
12891,3.1,z_13,办理分期,fzeV002,,13.0,2.0
12892,3.3,z_13,办理分期,fzeV002,,13.0,2.0
12893,4.2,z_13,办理分期,fzeV002,,13.0,2.0
12894,5.1,z_13,办理分期,fzeV002,,13.0,2.0
12895,1.1,z_14,注销卡片,fzeV002,,14.0,2.0
12896,2.1,z_14,注销卡片,fzeV002,,14.0,2.0
12897,2.2,z_14,注销卡片,fzeV002,,14.0,2.0
12898,3.1,z_14,注销卡片,fzeV002,,14.0,2.0
12899,3.3,z_14,注销卡片,fzeV002,,14.0,2.0
12900,4.2,z_14,注销卡片,fzeV002,,14.0,2.0
12901,5.1,z_14,注销卡片,fzeV002,,14.0,2.0
12902,1.1,z_15,询问是否可代偿,fzeV002,,15.0,2.0
12903,2.1,z_15,询问是否可代偿,fzeV002,,15.0,2.0
12904,2.2,z_15,询问是否可代偿,fzeV002,,15.0,2.0
12905,3.1,z_15,询问是否可代偿,fzeV002,,15.0,2.0
12906,3.3,z_15,询问是否可代偿,fzeV002,,15.0,2.0
12907,4.2,z_15,询问是否可代偿,fzeV002,,15.0,2.0
12908,5.1,z_15,询问是否可代偿,fzeV002,,15.0,2.0
12909,1.1,z_16,转人工,fzeV002,,16.0,2.0
12910,2.1,z_16,转人工,fzeV002,,16.0,2.0
12911,2.2,z_16,转人工,fzeV002,,16.0,2.0
12912,3.1,z_16,转人工,fzeV002,,16.0,2.0
12913,3.3,z_16,转人工,fzeV002,,16.0,2.0
12914,4.2,z_16,转人工,fzeV002,,16.0,2.0
12915,5.1,z_16,转人工,fzeV002,,16.0,2.0
12916,1.1,z_17,卡不是我在用,fzeV002,,17.0,2.0
12917,2.1,z_17,卡不是我在用,fzeV002,,17.0,2.0
12918,2.2,z_17,卡不是我在用,fzeV002,,17.0,2.0
12919,3.1,z_17,卡不是我在用,fzeV002,,17.0,2.0
12920,3.3,z_17,卡不是我在用,fzeV002,,17.0,2.0
12921,4.2,z_17,卡不是我在用,fzeV002,,17.0,2.0
12922,5.1,z_17,卡不是我在用,fzeV002,,17.0,2.0
12923,1.1,z_18,卡片遗失,fzeV002,,18.0,2.0
12924,2.1,z_18,卡片遗失,fzeV002,,18.0,2.0
12925,2.2,z_18,卡片遗失,fzeV002,,18.0,2.0
12926,3.1,z_18,卡片遗失,fzeV002,,18.0,2.0
12927,3.3,z_18,卡片遗失,fzeV002,,18.0,2.0
12928,4.2,z_18,卡片遗失,fzeV002,,18.0,2.0
12929,5.1,z_18,卡片遗失,fzeV002,,18.0,2.0
12930,1.1,z_19,询问能否自动扣款,fzeV002,,19.0,2.0
12931,2.1,z_19,询问能否自动扣款,fzeV002,,19.0,2.0
12932,2.2,z_19,询问能否自动扣款,fzeV002,,19.0,2.0
12933,3.1,z_19,询问能否自动扣款,fzeV002,,19.0,2.0
12934,3.3,z_19,询问能否自动扣款,fzeV002,,19.0,2.0
12935,4.2,z_19,询问能否自动扣款,fzeV002,,19.0,2.0
12936,5.1,z_19,询问能否自动扣款,fzeV002,,19.0,2.0
12937,1.1,z_20,免息还款,fzeV002,,20.0,2.0
12938,2.1,z_20,免息还款,fzeV002,,20.0,2.0
12939,2.2,z_20,免息还款,fzeV002,,20.0,2.0
12940,3.1,z_20,免息还款,fzeV002,,20.0,2.0
12941,3.3,z_20,免息还款,fzeV002,,20.0,2.0
12942,4.2,z_20,免息还款,fzeV002,,20.0,2.0
12943,5.1,z_20,免息还款,fzeV002,,20.0,2.0
12944,1.1,m_1,投诉语境+投诉,fzeV002,,1.0,3.0
12945,2.1,m_1,投诉语境+投诉,fzeV002,,1.0,3.0
12946,2.2,m_1,投诉语境+投诉,fzeV002,,1.0,3.0
12947,3.1,m_1,投诉语境+投诉,fzeV002,,1.0,3.0
12948,3.3,m_1,投诉语境+投诉,fzeV002,,1.0,3.0
12949,4.2,m_1,投诉语境+投诉,fzeV002,,1.0,3.0
12950,5.1,m_1,投诉语境+投诉,fzeV002,,1.0,3.0
12951,1.1,m_2,在忙语境,fzeV002,,2.0,3.0
12952,2.1,m_2,在忙语境,fzeV002,,2.0,3.0
12953,2.2,m_2,在忙语境,fzeV002,,2.0,3.0
12954,3.1,m_2,在忙语境,fzeV002,,2.0,3.0
12955,3.3,m_2,在忙语境,fzeV002,,2.0,3.0
12956,4.2,m_2,在忙语境,fzeV002,,2.0,3.0
12957,5.1,m_2,在忙语境,fzeV002,,2.0,3.0
12958,1.1,m_3,已还款,fzeV002,,3.0,3.0
12959,2.1,m_3,已还款,fzeV002,,3.0,3.0
12960,2.2,m_3,已还款,fzeV002,,3.0,3.0
12961,3.1,m_3,已还款,fzeV002,,3.0,3.0
12962,3.3,m_3,已还款,fzeV002,,3.0,3.0
12963,4.2,m_3,已还款,fzeV002,,3.0,3.0
12964,5.1,m_3,已还款,fzeV002,,3.0,3.0
12965,1.1,2.1,本人,fzeV003,1.0,,1.0
12966,2.1,3.1,未还款原因,fzeV003,2.0,,1.0
12967,2.1,3.2,已还款,fzeV003,3.0,,1.0
12968,2.2,3.3,关联人,fzeV003,4.0,,1.0
12969,2.2,3.4,非关联人,fzeV003,5.0,,1.0
12970,3.1,4.1,同意今日还款,fzeV003,6.0,,1.0
12971,3.1,4.2,不同意今日还款,fzeV003,7.0,,1.0
12972,3.3,4.3,同意转告,fzeV003,9.0,,1.0
12973,4.2,5.1,同意明日还款,fzeV003,12.0,,1.0
12974,4.2,5.2,不同意明日还款,fzeV003,13.0,,1.0
12975,5.1,6.1,肯定还款时间,fzeV003,16.0,,1.0
12976,5.1,6.2,否定还款时间,fzeV003,17.0,,1.0
12984,1.1,z_2,询问最低还款额+还款后卡片情况+否认办卡,fzeV003,,2.0,2.0
12985,2.1,z_2,询问最低还款额+还款后卡片情况+否认办卡,fzeV003,,2.0,2.0
12986,2.2,z_2,询问最低还款额+还款后卡片情况+否认办卡,fzeV003,,2.0,2.0
12987,3.1,z_2,询问最低还款额+还款后卡片情况+否认办卡,fzeV003,,2.0,2.0
12988,3.3,z_2,询问最低还款额+还款后卡片情况+否认办卡,fzeV003,,2.0,2.0
12989,4.2,z_2,询问最低还款额+还款后卡片情况+否认办卡,fzeV003,,2.0,2.0
12990,5.1,z_2,询问最低还款额+还款后卡片情况+否认办卡,fzeV003,,2.0,2.0
12991,1.1,z_3,询问逾期影响,fzeV003,,3.0,2.0
12992,2.1,z_3,询问逾期影响,fzeV003,,3.0,2.0
12993,2.2,z_3,询问逾期影响,fzeV003,,3.0,2.0
12994,3.1,z_3,询问逾期影响,fzeV003,,3.0,2.0
12995,3.3,z_3,询问逾期影响,fzeV003,,3.0,2.0
12996,4.2,z_3,询问逾期影响,fzeV003,,3.0,2.0
12997,5.1,z_3,询问逾期影响,fzeV003,,3.0,2.0
12998,1.1,z_4,询问账单+查消费明细+询问利率,fzeV003,,4.0,2.0
12999,2.1,z_4,询问账单+查消费明细+询问利率,fzeV003,,4.0,2.0
13000,2.2,z_4,询问账单+查消费明细+询问利率,fzeV003,,4.0,2.0
13001,3.1,z_4,询问账单+查消费明细+询问利率,fzeV003,,4.0,2.0
13002,3.3,z_4,询问账单+查消费明细+询问利率,fzeV003,,4.0,2.0
13003,4.2,z_4,询问账单+查消费明细+询问利率,fzeV003,,4.0,2.0
13004,5.1,z_4,询问账单+查消费明细+询问利率,fzeV003,,4.0,2.0
13005,1.1,z_5,询问处理方式,fzeV003,,5.0,2.0
13006,2.1,z_5,询问处理方式,fzeV003,,5.0,2.0
13007,2.2,z_5,询问处理方式,fzeV003,,5.0,2.0
13008,3.1,z_5,询问处理方式,fzeV003,,5.0,2.0
13009,3.3,z_5,询问处理方式,fzeV003,,5.0,2.0
13010,4.2,z_5,询问处理方式,fzeV003,,5.0,2.0
13011,5.1,z_5,询问处理方式,fzeV003,,5.0,2.0
13012,1.1,z_6,询问金额,fzeV003,,6.0,2.0
13013,2.1,z_6,询问金额,fzeV003,,6.0,2.0
13014,2.2,z_6,询问金额,fzeV003,,6.0,2.0
13015,3.1,z_6,询问金额,fzeV003,,6.0,2.0
13016,3.3,z_6,询问金额,fzeV003,,6.0,2.0
13017,4.2,z_6,询问金额,fzeV003,,6.0,2.0
13018,5.1,z_6,询问金额,fzeV003,,6.0,2.0
13019,1.1,z_7,询问机器人,fzeV003,,7.0,2.0
13020,2.1,z_7,询问机器人,fzeV003,,7.0,2.0
13021,2.2,z_7,询问机器人,fzeV003,,7.0,2.0
13022,3.1,z_7,询问机器人,fzeV003,,7.0,2.0
13023,3.3,z_7,询问机器人,fzeV003,,7.0,2.0
13024,4.2,z_7,询问机器人,fzeV003,,7.0,2.0
13025,5.1,z_7,询问机器人,fzeV003,,7.0,2.0
13026,1.1,z_8,询问机构+询问是哪个机构+询问机构机构,fzeV003,,8.0,2.0
13027,2.1,z_8,询问机构+询问是哪个机构+询问机构机构,fzeV003,,8.0,2.0
13028,2.2,z_8,询问机构+询问是哪个机构+询问机构机构,fzeV003,,8.0,2.0
13029,3.1,z_8,询问机构+询问是哪个机构+询问机构机构,fzeV003,,8.0,2.0
13030,3.3,z_8,询问机构+询问是哪个机构+询问机构机构,fzeV003,,8.0,2.0
13031,4.2,z_8,询问机构+询问是哪个机构+询问机构机构,fzeV003,,8.0,2.0
13032,5.1,z_8,询问机构+询问是哪个机构+询问机构机构,fzeV003,,8.0,2.0
13033,1.1,z_9,询问客服电话,fzeV003,,9.0,2.0
13034,2.1,z_9,询问客服电话,fzeV003,,9.0,2.0
13035,2.2,z_9,询问客服电话,fzeV003,,9.0,2.0
13036,3.1,z_9,询问客服电话,fzeV003,,9.0,2.0
13037,3.3,z_9,询问客服电话,fzeV003,,9.0,2.0
13038,4.2,z_9,询问客服电话,fzeV003,,9.0,2.0
13039,5.1,z_9,询问客服电话,fzeV003,,9.0,2.0
13040,1.1,z_10,等待语境,fzeV003,,10.0,2.0
13041,2.1,z_10,等待语境,fzeV003,,10.0,2.0
13042,2.2,z_10,等待语境,fzeV003,,10.0,2.0
13043,3.1,z_10,等待语境,fzeV003,,10.0,2.0
13044,3.3,z_10,等待语境,fzeV003,,10.0,2.0
13045,4.2,z_10,等待语境,fzeV003,,10.0,2.0
13046,5.1,z_10,等待语境,fzeV003,,10.0,2.0
13047,1.1,z_11,询问总欠款,fzeV003,,11.0,2.0
13048,2.1,z_11,询问总欠款,fzeV003,,11.0,2.0
13049,2.2,z_11,询问总欠款,fzeV003,,11.0,2.0
13050,3.1,z_11,询问总欠款,fzeV003,,11.0,2.0
13051,3.3,z_11,询问总欠款,fzeV003,,11.0,2.0
13052,4.2,z_11,询问总欠款,fzeV003,,11.0,2.0
13053,5.1,z_11,询问总欠款,fzeV003,,11.0,2.0
13054,1.1,z_12,询问时间,fzeV003,,12.0,2.0
13055,2.1,z_12,询问时间,fzeV003,,12.0,2.0
13056,2.2,z_12,询问时间,fzeV003,,12.0,2.0
13057,3.1,z_12,询问时间,fzeV003,,12.0,2.0
